               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.036603,            0.010801,           0.0044715,             0.84714,             0.96716,               0.995,              0.8011,             0.01697,           0.0036621,           0.0015724,           0.0091684,           0.0091684,           0.0091684
                  86,            0.025455,            0.010792,           0.0026409,             0.85712,                   1,               0.995,             0.64769,            0.022274,           0.0040598,           0.0016506,           0.0091585,           0.0091585,           0.0091585
                  87,            0.037845,            0.011447,           0.0039447,             0.96317,                   1,               0.995,             0.76704,            0.015992,           0.0037355,           0.0015591,           0.0091486,           0.0091486,           0.0091486
                  88,            0.031198,            0.010029,           0.0054516,             0.96209,                   1,               0.995,             0.76341,            0.016243,           0.0034609,           0.0015068,           0.0091387,           0.0091387,           0.0091387
                  89,            0.033469,            0.010011,           0.0040199,             0.79984,                   1,               0.995,             0.74458,            0.017862,           0.0036135,           0.0014229,           0.0091288,           0.0091288,           0.0091288
                  90,            0.028642,            0.010473,           0.0022727,             0.94871,                   1,               0.995,             0.78379,             0.01954,           0.0035667,           0.0012661,           0.0091189,           0.0091189,           0.0091189
                  91,            0.041419,            0.010697,           0.0036704,             0.96509,                   1,               0.995,             0.66368,            0.016781,           0.0034583,           0.0012211,            0.009109,            0.009109,            0.009109
                  92,            0.033341,            0.011762,           0.0050668,             0.84702,                   1,                0.94,             0.74406,            0.022737,           0.0037339,           0.0011814,           0.0090991,           0.0090991,           0.0090991
                  93,            0.029341,           0.0096926,           0.0053165,             0.96245,                   1,               0.995,             0.69916,            0.019127,           0.0034397,           0.0011574,           0.0090892,           0.0090892,           0.0090892
                  94,            0.031446,           0.0085319,           0.0042555,             0.96919,                   1,               0.995,             0.70771,            0.019177,           0.0038867,           0.0011562,           0.0090793,           0.0090793,           0.0090793
                  95,            0.032516,            0.011665,           0.0057707,             0.93498,                   1,               0.995,             0.75949,            0.021199,           0.0040994,             0.00112,           0.0090694,           0.0090694,           0.0090694
                  96,            0.030784,            0.010829,           0.0048608,             0.96149,                   1,               0.995,             0.72183,            0.021313,           0.0038002,           0.0011909,           0.0090595,           0.0090595,           0.0090595
                  97,            0.037149,           0.0096047,           0.0037434,             0.95945,                   1,               0.995,             0.62389,            0.021919,           0.0036809,           0.0011299,           0.0090496,           0.0090496,           0.0090496
                  98,            0.027441,            0.010353,           0.0018544,             0.94761,                   1,               0.995,             0.70255,            0.021758,           0.0041139,            0.001207,           0.0090397,           0.0090397,           0.0090397
                  99,            0.035222,           0.0094842,           0.0030466,             0.94287,                   1,               0.995,               0.724,            0.018929,           0.0035627,           0.0012165,           0.0090298,           0.0090298,           0.0090298
                 100,             0.03022,            0.010937,            0.004642,             0.88916,                   1,               0.995,             0.78759,            0.016519,           0.0034626,           0.0012817,           0.0090199,           0.0090199,           0.0090199
                 101,            0.030264,           0.0099948,           0.0031382,             0.91856,                   1,               0.995,              0.4934,             0.02282,            0.003567,           0.0012688,             0.00901,             0.00901,             0.00901
                 102,            0.035048,            0.009918,           0.0022707,             0.87306,                   1,               0.995,             0.65879,            0.023742,             0.00368,           0.0014004,           0.0090001,           0.0090001,           0.0090001
                 103,            0.036543,            0.010295,           0.0029862,              0.9126,                   1,               0.995,             0.70438,            0.015455,            0.003551,           0.0015423,           0.0089902,           0.0089902,           0.0089902
                 104,             0.02701,           0.0090787,           0.0027901,             0.93819,                   1,               0.995,             0.77705,            0.017099,           0.0036204,           0.0013458,           0.0089803,           0.0089803,           0.0089803
                 105,            0.030397,             0.01167,           0.0038886,             0.92576,                   1,               0.995,             0.49002,            0.021947,           0.0035503,           0.0012669,           0.0089704,           0.0089704,           0.0089704
                 106,            0.026917,           0.0084869,           0.0020465,             0.92118,                   1,               0.995,             0.71787,             0.01948,           0.0036755,           0.0013222,           0.0089605,           0.0089605,           0.0089605
                 107,            0.029414,            0.011003,           0.0024914,             0.94055,                   1,               0.995,             0.60815,            0.018652,             0.00348,           0.0012852,           0.0089506,           0.0089506,           0.0089506
                 108,            0.038148,            0.012018,           0.0070803,             0.92886,                   1,               0.995,             0.79365,            0.015336,           0.0036831,           0.0013939,           0.0089407,           0.0089407,           0.0089407
                 109,            0.024158,           0.0091055,            0.002479,             0.92228,                   1,               0.995,             0.71588,            0.018858,            0.003768,           0.0012768,           0.0089308,           0.0089308,           0.0089308
                 110,            0.031806,            0.010933,           0.0029097,             0.94036,                   1,               0.995,             0.82285,            0.021392,           0.0037279,           0.0012207,           0.0089209,           0.0089209,           0.0089209
                 111,            0.036235,            0.010435,           0.0033729,             0.94716,                   1,               0.995,             0.84688,            0.014442,           0.0035441,           0.0012295,            0.008911,            0.008911,            0.008911
                 112,            0.029498,           0.0087252,           0.0037659,             0.96975,                   1,               0.995,             0.68899,             0.02019,           0.0037265,           0.0012112,           0.0089011,           0.0089011,           0.0089011
                 113,            0.029345,           0.0095679,           0.0040863,             0.96598,                   1,               0.995,             0.81975,            0.016992,           0.0035219,             0.00121,           0.0088912,           0.0088912,           0.0088912
                 114,            0.033514,            0.010963,           0.0033874,             0.96797,                   1,               0.995,             0.70102,            0.021981,           0.0039299,           0.0012466,           0.0088813,           0.0088813,           0.0088813
                 115,            0.033403,           0.0082215,            0.001849,             0.94013,                   1,               0.995,             0.81464,            0.017591,            0.003576,           0.0012596,           0.0088714,           0.0088714,           0.0088714
                 116,            0.033505,            0.010308,           0.0029226,             0.96608,                   1,               0.995,             0.65603,            0.023867,           0.0037725,           0.0012722,           0.0088615,           0.0088615,           0.0088615
                 117,             0.03258,            0.013429,           0.0034226,             0.96798,                   1,               0.995,              0.7798,             0.01561,           0.0034556,           0.0013432,           0.0088516,           0.0088516,           0.0088516
                 118,            0.031669,            0.013752,           0.0046913,             0.96522,                   1,               0.995,             0.76011,            0.018222,           0.0036817,           0.0013187,           0.0088417,           0.0088417,           0.0088417
                 119,             0.03005,            0.011123,           0.0031048,             0.93956,                   1,               0.995,             0.81869,            0.015898,           0.0033708,           0.0012917,           0.0088318,           0.0088318,           0.0088318
                 120,            0.036297,           0.0097762,           0.0028149,             0.96069,                   1,               0.995,             0.72558,            0.019304,           0.0034959,           0.0013618,           0.0088219,           0.0088219,           0.0088219
                 121,            0.029895,           0.0092711,           0.0057979,              0.8547,                   1,               0.995,             0.77294,            0.016756,           0.0032971,           0.0013176,            0.008812,            0.008812,            0.008812
                 122,            0.033378,           0.0093381,           0.0028336,             0.96581,                   1,               0.995,             0.82699,            0.020771,           0.0033686,            0.001329,           0.0088021,           0.0088021,           0.0088021
                 123,            0.030672,           0.0097781,           0.0044535,             0.97011,                   1,               0.995,             0.79031,            0.016931,           0.0033309,           0.0013737,           0.0087922,           0.0087922,           0.0087922
                 124,            0.027109,            0.010747,            0.003421,             0.96223,                   1,               0.995,              0.8054,            0.015871,           0.0036128,            0.001358,           0.0087823,           0.0087823,           0.0087823
                 125,            0.030316,            0.010165,           0.0035078,             0.85808,                   1,               0.995,             0.68758,             0.02265,           0.0036538,           0.0012737,           0.0087724,           0.0087724,           0.0087724
                 126,            0.025375,           0.0080589,           0.0022186,             0.96844,                   1,               0.995,             0.76702,            0.020864,           0.0036013,           0.0011917,           0.0087625,           0.0087625,           0.0087625
                 127,            0.031385,           0.0093171,           0.0023065,             0.97082,                   1,               0.995,              0.7612,              0.0219,           0.0041928,           0.0012112,           0.0087526,           0.0087526,           0.0087526
                 128,            0.032288,           0.0098059,            0.003499,             0.96589,                   1,               0.995,             0.68413,            0.019042,           0.0036619,           0.0011055,           0.0087427,           0.0087427,           0.0087427
                 129,            0.027626,           0.0096705,           0.0028918,              0.9592,                   1,               0.995,             0.78428,            0.020272,           0.0038974,           0.0010489,           0.0087328,           0.0087328,           0.0087328
                 130,            0.029142,           0.0098301,            0.010371,             0.95598,                   1,               0.995,              0.7878,            0.019542,           0.0037699,           0.0010569,           0.0087229,           0.0087229,           0.0087229
                 131,            0.029291,            0.010551,           0.0027833,              0.9619,                   1,               0.995,             0.67589,            0.021121,           0.0038741,           0.0011301,            0.008713,            0.008713,            0.008713
                 132,            0.040138,            0.011074,            0.004965,             0.96886,                   1,               0.995,             0.78199,            0.017432,           0.0034943,           0.0011175,           0.0087031,           0.0087031,           0.0087031
                 133,            0.030237,           0.0093994,           0.0029292,             0.96396,                   1,               0.995,             0.70273,             0.02094,           0.0033624,           0.0011127,           0.0086932,           0.0086932,           0.0086932
                 134,            0.031315,            0.010029,           0.0036823,             0.85816,                   1,               0.995,              0.7878,            0.019098,           0.0035028,           0.0010704,           0.0086833,           0.0086833,           0.0086833
                 135,            0.026176,            0.010702,           0.0073036,             0.96775,                   1,               0.995,             0.57365,            0.017801,            0.003582,          0.00097084,           0.0086734,           0.0086734,           0.0086734
                 136,            0.025538,           0.0098895,           0.0022352,             0.96853,                   1,               0.995,             0.70816,             0.02039,           0.0036373,          0.00093937,           0.0086635,           0.0086635,           0.0086635
                 137,            0.030436,           0.0095349,            0.003753,             0.97031,                   1,               0.995,             0.73739,            0.015242,           0.0034549,          0.00098572,           0.0086536,           0.0086536,           0.0086536
                 138,            0.024059,           0.0084306,           0.0023626,               0.968,                   1,               0.995,             0.78283,            0.015686,            0.003511,          0.00094814,           0.0086437,           0.0086437,           0.0086437
                 139,            0.027874,           0.0087762,           0.0054548,             0.96623,                   1,               0.995,             0.71277,            0.015942,           0.0036111,          0.00097332,           0.0086338,           0.0086338,           0.0086338
                 140,            0.034723,           0.0091511,           0.0025995,             0.96902,                   1,               0.995,             0.74324,            0.022347,             0.00385,          0.00094929,           0.0086239,           0.0086239,           0.0086239
                 141,            0.034983,            0.010281,            0.004527,             0.96851,                   1,               0.995,             0.67599,            0.016741,           0.0037231,           0.0010149,            0.008614,            0.008614,            0.008614
                 142,            0.028614,           0.0080744,            0.003588,             0.96843,                   1,               0.995,             0.80043,            0.017066,           0.0037303,            0.001088,           0.0086041,           0.0086041,           0.0086041
                 143,             0.03434,           0.0099318,           0.0051966,             0.96959,                   1,               0.995,             0.78269,            0.017664,            0.003711,           0.0011147,           0.0085942,           0.0085942,           0.0085942
                 144,            0.027138,           0.0093136,           0.0035134,             0.96759,                   1,               0.995,             0.81324,            0.017184,           0.0037665,           0.0011139,           0.0085843,           0.0085843,           0.0085843
                 145,             0.02806,           0.0090406,           0.0045569,             0.96623,                   1,               0.995,             0.72756,            0.018674,           0.0037792,           0.0011467,           0.0085744,           0.0085744,           0.0085744
                 146,            0.025939,           0.0086743,           0.0019767,             0.95846,             0.99883,               0.995,             0.70885,            0.018507,           0.0038991,           0.0010929,           0.0085645,           0.0085645,           0.0085645
                 147,            0.027293,           0.0098449,           0.0042845,             0.95086,                   1,               0.995,             0.73823,            0.017671,           0.0040319,            0.001074,           0.0085546,           0.0085546,           0.0085546
                 148,            0.025397,           0.0080205,           0.0015199,             0.95264,                   1,               0.995,             0.81314,            0.018788,           0.0042784,           0.0010891,           0.0085447,           0.0085447,           0.0085447
                 149,            0.030183,           0.0091092,           0.0056224,             0.95813,                   1,               0.995,             0.79007,            0.017952,            0.004118,           0.0010958,           0.0085348,           0.0085348,           0.0085348
                 150,            0.038832,            0.010857,            0.005058,             0.95828,                   1,               0.995,             0.67895,            0.019735,           0.0040934,           0.0010851,           0.0085249,           0.0085249,           0.0085249
                 151,            0.027836,            0.009956,           0.0027532,             0.95547,                   1,               0.995,              0.8084,            0.014439,           0.0038507,           0.0011044,            0.008515,            0.008515,            0.008515
                 152,            0.027085,           0.0088833,           0.0035351,             0.94778,                   1,               0.995,             0.80566,             0.01675,           0.0038099,           0.0010271,           0.0085051,           0.0085051,           0.0085051
                 153,            0.030729,            0.010215,           0.0068898,             0.96967,                   1,               0.995,             0.83449,            0.013989,           0.0031135,          0.00099087,           0.0084952,           0.0084952,           0.0084952
                 154,            0.023331,           0.0089739,           0.0022757,             0.96821,                   1,               0.995,             0.76868,             0.02093,           0.0033133,          0.00097542,           0.0084853,           0.0084853,           0.0084853
                 155,            0.030748,            0.010088,           0.0022652,               0.962,                   1,               0.995,             0.81485,            0.014055,           0.0031834,           0.0010025,           0.0084754,           0.0084754,           0.0084754
                 156,            0.028851,            0.010439,           0.0033843,             0.97067,                   1,               0.995,             0.81803,            0.019397,           0.0032487,           0.0010237,           0.0084655,           0.0084655,           0.0084655
