               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.027248,            0.010671,           0.0019302,             0.97044,                   1,               0.995,             0.82769,            0.013592,           0.0027483,          0.00091286,           0.0084556,           0.0084556,           0.0084556
                 158,            0.019556,           0.0074029,           0.0021346,             0.96496,                   1,               0.995,             0.73983,            0.016179,           0.0029457,          0.00084686,           0.0084457,           0.0084457,           0.0084457
                 159,            0.029126,           0.0086551,           0.0025064,             0.97275,                   1,               0.995,             0.88025,            0.014453,           0.0027096,          0.00081234,           0.0084358,           0.0084358,           0.0084358
                 160,            0.029473,           0.0093372,           0.0032884,             0.96901,                   1,               0.995,             0.84339,            0.014126,           0.0028663,           0.0007906,           0.0084259,           0.0084259,           0.0084259
                 161,            0.021941,           0.0078314,            0.001898,             0.86056,                   1,             0.93944,             0.72913,            0.018695,           0.0031273,          0.00074406,            0.008416,            0.008416,            0.008416
                 162,            0.029511,            0.009844,           0.0015804,             0.96936,                   1,               0.995,             0.85357,            0.014121,           0.0029774,          0.00078659,           0.0084061,           0.0084061,           0.0084061
                 163,            0.030622,           0.0089191,           0.0019854,             0.96474,                   1,               0.995,             0.80475,            0.013793,           0.0030358,          0.00077076,           0.0083962,           0.0083962,           0.0083962
                 164,            0.020547,           0.0074015,           0.0016665,              0.9734,                   1,               0.995,             0.81959,            0.015268,           0.0029833,          0.00080605,           0.0083863,           0.0083863,           0.0083863
                 165,            0.033147,           0.0092639,           0.0017678,             0.97257,                   1,               0.995,             0.77976,            0.016198,           0.0030394,          0.00078297,           0.0083764,           0.0083764,           0.0083764
                 166,            0.027587,           0.0082054,           0.0023111,             0.96945,                   1,               0.995,             0.83875,            0.014149,           0.0029089,          0.00084724,           0.0083665,           0.0083665,           0.0083665
                 167,             0.02509,           0.0084214,           0.0036619,             0.96563,                   1,               0.995,              0.8277,            0.012651,           0.0029643,          0.00085754,           0.0083566,           0.0083566,           0.0083566
                 168,            0.023247,           0.0095335,           0.0022981,               0.971,                   1,               0.995,             0.77009,            0.014869,           0.0031259,          0.00085754,           0.0083467,           0.0083467,           0.0083467
                 169,            0.021873,           0.0083517,           0.0017833,             0.96555,                   1,               0.995,              0.8146,            0.013566,           0.0030205,          0.00086365,           0.0083368,           0.0083368,           0.0083368
                 170,            0.023461,           0.0076842,           0.0016025,             0.96019,                   1,               0.995,             0.80449,            0.013044,           0.0027025,          0.00088291,           0.0083269,           0.0083269,           0.0083269
                 171,            0.021066,           0.0071669,           0.0024863,             0.95933,                   1,               0.995,              0.8413,            0.013687,           0.0026598,          0.00092602,            0.008317,            0.008317,            0.008317
                 172,            0.031687,           0.0083576,           0.0042431,              0.9598,                   1,               0.995,             0.81289,            0.014074,           0.0028353,          0.00090389,           0.0083071,           0.0083071,           0.0083071
                 173,            0.030471,           0.0086598,           0.0030422,              0.9475,                   1,               0.995,             0.77487,            0.018149,           0.0030613,          0.00089111,           0.0082972,           0.0082972,           0.0082972
                 174,             0.02734,           0.0089513,           0.0053342,             0.96381,                   1,               0.995,             0.89008,             0.01233,           0.0028567,          0.00094204,           0.0082873,           0.0082873,           0.0082873
                 175,            0.023592,           0.0082505,           0.0030392,             0.96085,                   1,               0.995,             0.84656,            0.012808,           0.0032048,          0.00096588,           0.0082774,           0.0082774,           0.0082774
                 176,             0.01964,           0.0073884,           0.0020831,             0.94803,                   1,               0.995,             0.73242,            0.017223,           0.0039084,           0.0010075,           0.0082675,           0.0082675,           0.0082675
                 177,            0.027515,           0.0090027,           0.0024574,             0.93885,                   1,               0.995,             0.71923,            0.016996,           0.0042965,           0.0011406,           0.0082576,           0.0082576,           0.0082576
                 178,             0.02306,           0.0089734,           0.0020353,             0.93846,                   1,               0.995,             0.70822,            0.015691,           0.0048103,            0.001193,           0.0082477,           0.0082477,           0.0082477
                 179,            0.024365,           0.0070989,           0.0030721,             0.94309,                   1,               0.995,             0.87389,            0.012879,            0.004247,           0.0012508,           0.0082378,           0.0082378,           0.0082378
                 180,            0.026697,           0.0076242,           0.0072659,              0.9607,                   1,               0.995,             0.74728,            0.014059,           0.0037403,           0.0011732,           0.0082279,           0.0082279,           0.0082279
                 181,            0.022194,            0.008238,           0.0014947,             0.95874,                   1,               0.995,             0.80804,            0.014988,           0.0030675,           0.0011951,            0.008218,            0.008218,            0.008218
                 182,            0.023674,            0.011321,           0.0032659,             0.96614,                   1,               0.995,             0.76734,            0.014601,           0.0030556,           0.0011967,           0.0082081,           0.0082081,           0.0082081
                 183,              0.0299,            0.008774,           0.0041637,              0.9689,                   1,               0.995,               0.863,            0.012125,           0.0029042,           0.0012428,           0.0081982,           0.0081982,           0.0081982
                 184,            0.023094,           0.0074129,           0.0016841,             0.97122,                   1,               0.995,             0.77107,            0.014198,           0.0032837,           0.0012394,           0.0081883,           0.0081883,           0.0081883
                 185,            0.022448,           0.0079666,           0.0015219,             0.96548,                   1,               0.995,             0.77416,            0.014796,            0.003191,           0.0012417,           0.0081784,           0.0081784,           0.0081784
                 186,            0.029102,           0.0074777,           0.0019926,              0.9623,                   1,               0.995,             0.83006,            0.013041,           0.0029767,           0.0011917,           0.0081685,           0.0081685,           0.0081685
                 187,            0.022112,            0.007887,           0.0026237,             0.97141,                   1,               0.995,             0.78393,             0.01524,           0.0030088,           0.0011652,           0.0081586,           0.0081586,           0.0081586
                 188,            0.024922,           0.0089062,           0.0019152,             0.95827,                   1,               0.995,             0.83564,            0.013719,           0.0030551,           0.0011713,           0.0081487,           0.0081487,           0.0081487
                 189,            0.021594,           0.0083958,           0.0031082,             0.94887,                   1,               0.995,             0.74458,             0.01415,           0.0031416,           0.0012802,           0.0081388,           0.0081388,           0.0081388
                 190,            0.029411,           0.0097048,           0.0033569,             0.96228,                   1,               0.995,             0.76355,            0.020303,           0.0036089,           0.0015484,           0.0081289,           0.0081289,           0.0081289
                 191,            0.027168,           0.0082311,           0.0034319,             0.95694,                   1,               0.995,             0.79098,            0.014022,           0.0033095,           0.0012959,            0.008119,            0.008119,            0.008119
                 192,            0.028148,           0.0085104,           0.0018786,             0.97573,                   1,               0.995,              0.8273,            0.017491,              0.0035,           0.0014023,           0.0081091,           0.0081091,           0.0081091
                 193,            0.027262,           0.0079407,           0.0019163,             0.96171,                   1,               0.995,             0.71275,            0.015097,           0.0035317,            0.001432,           0.0080992,           0.0080992,           0.0080992
                 194,            0.022908,           0.0073521,           0.0028237,             0.96825,                   1,               0.995,             0.79826,            0.016488,           0.0032768,           0.0015135,           0.0080893,           0.0080893,           0.0080893
                 195,            0.028454,            0.010834,           0.0020637,             0.97022,                   1,               0.995,              0.8024,            0.015293,           0.0030606,           0.0011646,           0.0080794,           0.0080794,           0.0080794
                 196,            0.029029,           0.0075556,           0.0029109,              0.9662,                   1,               0.995,             0.79624,            0.015651,           0.0031409,           0.0011106,           0.0080695,           0.0080695,           0.0080695
                 197,            0.020095,           0.0067181,           0.0024006,             0.94151,                   1,               0.995,             0.78942,             0.01629,           0.0031583,           0.0009737,           0.0080596,           0.0080596,           0.0080596
                 198,            0.024595,           0.0063638,           0.0019606,             0.88487,                   1,               0.995,             0.78633,            0.015832,           0.0032313,          0.00090179,           0.0080497,           0.0080497,           0.0080497
                 199,            0.028472,           0.0081043,           0.0011343,             0.96163,                   1,               0.995,              0.8228,            0.015787,            0.003036,          0.00088215,           0.0080398,           0.0080398,           0.0080398
                 200,            0.026199,           0.0076092,           0.0015077,             0.94621,                   1,               0.995,             0.80978,            0.015948,           0.0028062,          0.00096531,           0.0080299,           0.0080299,           0.0080299
                 201,            0.025505,           0.0090876,           0.0015118,             0.96456,                   1,               0.995,             0.76579,             0.01375,           0.0030439,          0.00080891,             0.00802,             0.00802,             0.00802
                 202,            0.027013,           0.0082553,            0.002793,             0.95378,                   1,               0.995,             0.78366,            0.014453,           0.0030229,          0.00078869,           0.0080101,           0.0080101,           0.0080101
                 203,            0.023538,           0.0062264,           0.0010998,             0.97141,                   1,               0.995,             0.84203,            0.014996,           0.0027103,          0.00078545,           0.0080002,           0.0080002,           0.0080002
                 204,            0.027561,           0.0099237,           0.0025158,             0.97193,                   1,               0.995,             0.82917,            0.017437,           0.0030198,          0.00079784,           0.0079903,           0.0079903,           0.0079903
                 205,            0.027886,           0.0081024,           0.0017291,             0.96978,                   1,               0.995,             0.80502,            0.014209,              0.0028,          0.00077305,           0.0079804,           0.0079804,           0.0079804
                 206,            0.022092,            0.007623,           0.0032772,             0.96023,                   1,               0.995,             0.80901,            0.015895,           0.0031836,          0.00083904,           0.0079705,           0.0079705,           0.0079705
                 207,            0.023309,           0.0083418,            0.001419,             0.95923,                   1,               0.995,             0.79915,            0.014125,           0.0030208,          0.00080357,           0.0079606,           0.0079606,           0.0079606
                 208,            0.027527,           0.0088638,           0.0014708,             0.95722,                   1,               0.995,             0.85193,             0.01516,           0.0028467,          0.00084572,           0.0079507,           0.0079507,           0.0079507
                 209,            0.025114,           0.0071291,           0.0025844,             0.96597,                   1,               0.995,             0.80336,            0.013325,           0.0026722,          0.00084438,           0.0079408,           0.0079408,           0.0079408
                 210,            0.021096,            0.008848,            0.001638,             0.95399,                   1,               0.995,             0.86969,             0.01449,           0.0025158,          0.00084019,           0.0079309,           0.0079309,           0.0079309
                 211,            0.022659,           0.0088422,           0.0012784,             0.95652,                   1,               0.995,             0.85087,            0.013309,           0.0023999,          0.00084896,            0.007921,            0.007921,            0.007921
                 212,            0.027486,            0.008819,           0.0037871,             0.96194,                   1,               0.995,             0.84609,            0.014001,           0.0024197,          0.00091152,           0.0079111,           0.0079111,           0.0079111
                 213,            0.024347,           0.0079176,           0.0014575,             0.96055,                   1,               0.995,             0.81813,            0.015598,           0.0024788,          0.00089111,           0.0079012,           0.0079012,           0.0079012
                 214,            0.025885,           0.0086082,           0.0014146,             0.95908,                   1,               0.995,             0.82159,            0.012996,           0.0025136,          0.00093517,           0.0078913,           0.0078913,           0.0078913
                 215,            0.020419,           0.0077768,           0.0012946,             0.95881,                   1,               0.995,             0.87931,            0.014396,           0.0026412,          0.00091839,           0.0078814,           0.0078814,           0.0078814
                 216,            0.024948,           0.0093786,           0.0014814,             0.95937,                   1,               0.995,             0.83608,            0.013371,           0.0027032,          0.00091095,           0.0078715,           0.0078715,           0.0078715
                 217,            0.018943,           0.0076911,           0.0014424,             0.95903,                   1,               0.995,             0.82084,            0.014149,           0.0029142,          0.00089569,           0.0078616,           0.0078616,           0.0078616
                 218,            0.031359,           0.0079872,           0.0016494,             0.95633,                   1,               0.995,             0.83505,            0.014049,           0.0030551,          0.00082874,           0.0078517,           0.0078517,           0.0078517
                 219,            0.025852,           0.0076743,           0.0015946,             0.96086,                   1,               0.995,              0.8334,            0.014448,           0.0032983,          0.00083923,           0.0078418,           0.0078418,           0.0078418
                 220,            0.021972,           0.0088901,           0.0047497,             0.96314,                   1,               0.995,             0.80444,            0.014595,           0.0034485,          0.00083122,           0.0078319,           0.0078319,           0.0078319
                 221,            0.024344,           0.0069042,           0.0018419,             0.96104,                   1,               0.995,             0.74694,            0.014512,           0.0033579,          0.00080814,            0.007822,            0.007822,            0.007822
                 222,            0.028561,           0.0081635,           0.0037368,             0.95941,                   1,               0.995,             0.81314,            0.014877,           0.0034237,          0.00082397,           0.0078121,           0.0078121,           0.0078121
                 223,            0.021962,           0.0072008,           0.0010727,             0.96846,                   1,               0.995,             0.79667,            0.015287,           0.0030427,          0.00084209,           0.0078022,           0.0078022,           0.0078022
                 224,            0.027198,           0.0079852,           0.0012509,             0.96964,                   1,               0.995,             0.74281,            0.018047,            0.003202,          0.00089092,           0.0077923,           0.0077923,           0.0077923
                 225,            0.022017,           0.0084774,           0.0015723,             0.97108,                   1,               0.995,             0.81686,            0.013773,           0.0029409,          0.00093746,           0.0077824,           0.0077824,           0.0077824
                 226,            0.022375,           0.0069812,           0.0021713,             0.96864,                   1,               0.995,             0.81107,            0.014218,           0.0027969,          0.00096378,           0.0077725,           0.0077725,           0.0077725
                 227,            0.029381,           0.0089049,           0.0019218,             0.96734,                   1,               0.995,             0.78359,            0.019513,           0.0030048,           0.0010571,           0.0077626,           0.0077626,           0.0077626
                 228,             0.02297,            0.010858,           0.0013168,              0.9642,                   1,               0.995,              0.8419,            0.011856,           0.0028505,           0.0011431,           0.0077527,           0.0077527,           0.0077527
                 229,            0.026921,            0.007189,           0.0031174,             0.96497,                   1,               0.995,             0.85204,            0.013695,           0.0027642,           0.0011246,           0.0077428,           0.0077428,           0.0077428
                 230,            0.023096,           0.0092015,           0.0019759,             0.96593,                   1,               0.995,             0.85863,            0.012125,           0.0028715,           0.0010382,           0.0077329,           0.0077329,           0.0077329
                 231,            0.019071,           0.0068192,           0.0011642,             0.96771,                   1,               0.995,             0.81657,            0.018921,           0.0032122,          0.00098991,            0.007723,            0.007723,            0.007723
                 232,            0.021033,            0.008146,           0.0020685,             0.97001,                   1,               0.995,             0.81667,            0.013428,           0.0028152,          0.00095882,           0.0077131,           0.0077131,           0.0077131
                 233,            0.019593,           0.0082356,           0.0013851,             0.96449,                   1,               0.995,             0.89618,            0.014531,            0.002857,          0.00091267,           0.0077032,           0.0077032,           0.0077032
                 234,            0.023613,           0.0081775,           0.0013564,             0.96607,                   1,               0.995,             0.75575,            0.013183,           0.0028107,          0.00087242,           0.0076933,           0.0076933,           0.0076933
                 235,            0.029692,           0.0078149,           0.0017955,              0.9657,                   1,               0.995,             0.82043,            0.013675,           0.0029254,           0.0008419,           0.0076834,           0.0076834,           0.0076834
                 236,            0.023223,           0.0082076,           0.0011515,             0.97253,                   1,               0.995,              0.8509,            0.012329,           0.0026805,            0.000807,           0.0076735,           0.0076735,           0.0076735
                 237,            0.025631,           0.0084973,           0.0015723,             0.97491,                   1,               0.995,             0.86326,            0.012912,           0.0026579,          0.00079365,           0.0076636,           0.0076636,           0.0076636
                 238,            0.020281,           0.0078373,           0.0022742,             0.97736,                   1,               0.995,             0.83176,            0.012043,           0.0026195,          0.00076256,           0.0076537,           0.0076537,           0.0076537
                 239,            0.023045,             0.00746,           0.0015037,             0.97453,                   1,               0.995,             0.84034,            0.014967,           0.0028763,          0.00078049,           0.0076438,           0.0076438,           0.0076438
                 240,            0.022702,           0.0063794,           0.0011764,             0.97412,                   1,               0.995,             0.82885,            0.011544,           0.0026128,          0.00078163,           0.0076339,           0.0076339,           0.0076339
                 241,            0.026974,            0.009171,           0.0044374,             0.97058,                   1,               0.995,              0.8117,            0.012973,           0.0024624,          0.00079002,            0.007624,            0.007624,            0.007624
                 242,            0.023515,           0.0077347,           0.0016769,             0.96263,                   1,               0.995,             0.88114,            0.012542,            0.002466,          0.00076447,           0.0076141,           0.0076141,           0.0076141
                 243,            0.022161,            0.007553,           0.0014949,             0.96324,                   1,               0.995,              0.9057,            0.011794,           0.0025196,          0.00077877,           0.0076042,           0.0076042,           0.0076042
                 244,            0.019336,            0.005808,            0.001794,              0.9289,                   1,               0.995,             0.82068,            0.014604,           0.0026834,          0.00075111,           0.0075943,           0.0075943,           0.0075943
                 245,            0.026697,           0.0075216,           0.0037373,             0.96648,                   1,               0.995,             0.80018,            0.013645,           0.0026827,          0.00074406,           0.0075844,           0.0075844,           0.0075844
                 246,            0.022583,           0.0085379,           0.0012455,             0.96982,                   1,               0.995,             0.79364,            0.014919,           0.0028627,          0.00072021,           0.0075745,           0.0075745,           0.0075745
                 247,            0.020426,           0.0063543,           0.0012737,              0.9693,                   1,               0.995,             0.86349,            0.014213,           0.0027521,          0.00074539,           0.0075646,           0.0075646,           0.0075646
                 248,             0.02657,           0.0072447,           0.0016132,             0.97187,                   1,               0.995,             0.80528,            0.012382,           0.0027187,          0.00072517,           0.0075547,           0.0075547,           0.0075547
                 249,            0.027265,           0.0077385,           0.0021909,             0.97638,                   1,               0.995,             0.80523,            0.014801,           0.0028801,          0.00069008,           0.0075448,           0.0075448,           0.0075448
                 250,            0.021306,           0.0060936,           0.0013381,             0.97424,                   1,               0.995,             0.75851,            0.015292,           0.0028574,          0.00066433,           0.0075349,           0.0075349,           0.0075349
                 251,            0.025882,           0.0077135,           0.0017882,             0.97568,                   1,               0.995,             0.84827,            0.013898,           0.0026774,           0.0006752,            0.007525,            0.007525,            0.007525
                 252,            0.019009,           0.0069621,           0.0013304,             0.97576,                   1,               0.995,              0.7823,             0.01391,            0.002893,          0.00068665,           0.0075151,           0.0075151,           0.0075151
                 253,            0.020742,            0.007638,            0.001296,             0.97568,                   1,               0.995,             0.85252,             0.01563,           0.0028343,          0.00070839,           0.0075052,           0.0075052,           0.0075052
                 254,            0.025739,           0.0098905,           0.0015927,             0.97574,                   1,               0.995,             0.85259,            0.013773,           0.0027304,          0.00071011,           0.0074953,           0.0074953,           0.0074953
                 255,            0.022286,           0.0074909,           0.0021323,             0.97386,                   1,               0.995,             0.87933,            0.011915,           0.0026398,          0.00074005,           0.0074854,           0.0074854,           0.0074854
                 256,            0.026671,           0.0079079,           0.0016194,             0.97332,                   1,               0.995,             0.86953,            0.013198,           0.0025229,          0.00075569,           0.0074755,           0.0074755,           0.0074755
                 257,            0.018348,           0.0067356,             0.00105,              0.9699,                   1,               0.995,             0.86976,            0.013567,           0.0025396,          0.00076504,           0.0074656,           0.0074656,           0.0074656
                 258,            0.024054,           0.0078214,           0.0012773,             0.97236,                   1,               0.995,             0.85527,            0.012693,           0.0026186,          0.00081234,           0.0074557,           0.0074557,           0.0074557
                 259,            0.020255,           0.0064467,           0.0032577,             0.97203,                   1,               0.995,             0.81352,            0.015091,           0.0029221,          0.00084591,           0.0074458,           0.0074458,           0.0074458
                 260,            0.026238,           0.0077647,           0.0023141,              0.9687,                   1,               0.995,             0.81793,            0.012846,           0.0030787,          0.00087986,           0.0074359,           0.0074359,           0.0074359
                 261,            0.026174,           0.0067029,           0.0011707,             0.97091,                   1,               0.995,             0.82775,            0.012033,           0.0026603,          0.00089817,            0.007426,            0.007426,            0.007426
                 262,            0.021284,           0.0074482,           0.0014234,             0.97241,                   1,               0.995,             0.86663,            0.013161,           0.0028214,          0.00087795,           0.0074161,           0.0074161,           0.0074161
                 263,            0.018605,           0.0062397,           0.0011011,             0.97347,                   1,               0.995,              0.8522,            0.012673,           0.0026278,          0.00088177,           0.0074062,           0.0074062,           0.0074062
                 264,            0.025657,           0.0088283,           0.0014062,               0.976,                   1,               0.995,             0.88584,            0.012441,           0.0029054,          0.00087395,           0.0073963,           0.0073963,           0.0073963
                 265,            0.018119,           0.0062663,           0.0010801,             0.97524,                   1,               0.995,             0.85055,            0.012636,           0.0029128,          0.00088921,           0.0073864,           0.0073864,           0.0073864
                 266,            0.027773,           0.0080481,           0.0015114,              0.9721,                   1,               0.995,             0.86921,            0.012411,           0.0026934,          0.00088844,           0.0073765,           0.0073765,           0.0073765
                 267,            0.023148,           0.0068138,           0.0012246,             0.97412,                   1,               0.995,             0.85091,            0.012762,            0.002749,          0.00089741,           0.0073666,           0.0073666,           0.0073666
                 268,            0.025346,           0.0072957,           0.0014253,             0.97489,                   1,               0.995,             0.91812,            0.011389,            0.002583,          0.00089645,           0.0073567,           0.0073567,           0.0073567
                 269,            0.022006,           0.0080681,           0.0010267,             0.97364,                   1,               0.995,             0.85058,            0.013233,           0.0028524,          0.00091915,           0.0073468,           0.0073468,           0.0073468
                 270,            0.016468,           0.0058361,          0.00099516,             0.97394,                   1,               0.995,             0.83798,             0.01101,           0.0028727,          0.00092392,           0.0073369,           0.0073369,           0.0073369
                 271,            0.027037,           0.0089268,           0.0015697,             0.97286,                   1,               0.995,             0.91428,            0.012929,           0.0028193,          0.00091801,            0.007327,            0.007327,            0.007327
                 272,            0.025855,           0.0087764,           0.0014071,             0.97442,                   1,               0.995,             0.84708,            0.011257,            0.002579,          0.00092754,           0.0073171,           0.0073171,           0.0073171
                 273,             0.02287,           0.0067272,           0.0011338,             0.96709,                   1,               0.995,             0.83625,            0.014038,           0.0026505,          0.00091343,           0.0073072,           0.0073072,           0.0073072
                 274,            0.024821,           0.0072808,           0.0013767,              0.9619,                   1,               0.995,             0.86119,            0.011072,           0.0026202,          0.00092525,           0.0072973,           0.0072973,           0.0072973
                 275,            0.024433,           0.0087719,           0.0010549,             0.95865,                   1,               0.995,             0.88555,            0.012654,           0.0025835,          0.00091896,           0.0072874,           0.0072874,           0.0072874
                 276,            0.021756,           0.0073418,           0.0012801,             0.95609,                   1,               0.995,             0.84503,            0.011352,           0.0025938,          0.00090256,           0.0072775,           0.0072775,           0.0072775
                 277,            0.025949,           0.0089025,           0.0010907,             0.95492,                   1,               0.995,             0.82378,             0.01391,           0.0025597,          0.00090351,           0.0072676,           0.0072676,           0.0072676
                 278,            0.026107,           0.0078538,           0.0010574,             0.95409,                   1,               0.995,             0.81569,            0.011115,           0.0024259,          0.00090065,           0.0072577,           0.0072577,           0.0072577
                 279,             0.02306,           0.0077444,           0.0012057,             0.95323,                   1,               0.995,                0.83,            0.011458,           0.0024321,          0.00089302,           0.0072478,           0.0072478,           0.0072478
                 280,            0.022679,           0.0072774,           0.0015623,             0.95142,                   1,               0.995,             0.78101,            0.015321,           0.0028212,          0.00088654,           0.0072379,           0.0072379,           0.0072379
                 281,            0.023035,           0.0078974,          0.00095455,             0.94442,                   1,               0.995,             0.75343,             0.01299,           0.0028672,          0.00087967,            0.007228,            0.007228,            0.007228
                 282,            0.022955,           0.0081633,           0.0010474,              0.9529,                   1,               0.995,             0.80678,            0.013128,           0.0027425,          0.00085011,           0.0072181,           0.0072181,           0.0072181
                 283,            0.019142,           0.0060592,          0.00098204,             0.95606,                   1,               0.995,             0.81298,            0.012388,           0.0026762,          0.00081787,           0.0072082,           0.0072082,           0.0072082
                 284,            0.022607,           0.0073104,           0.0011778,             0.95747,                   1,               0.995,             0.85535,            0.011749,            0.002743,          0.00082073,           0.0071983,           0.0071983,           0.0071983
                 285,            0.020232,           0.0060416,           0.0009054,             0.95866,                   1,               0.995,             0.85078,             0.01175,           0.0026767,           0.0008173,           0.0071884,           0.0071884,           0.0071884
                 286,            0.024296,           0.0069422,           0.0011899,              0.9637,                   1,               0.995,             0.85211,             0.01191,           0.0025613,          0.00082359,           0.0071785,           0.0071785,           0.0071785
                 287,            0.024319,           0.0081371,           0.0012571,             0.96932,                   1,               0.995,              0.8404,             0.01223,            0.002382,           0.0008316,           0.0071686,           0.0071686,           0.0071686
                 288,            0.020092,           0.0062535,           0.0012716,             0.97282,                   1,               0.995,             0.81144,            0.013063,           0.0024419,          0.00084782,           0.0071587,           0.0071587,           0.0071587
                 289,            0.022005,           0.0080048,           0.0020877,             0.97783,                   1,               0.995,             0.79703,            0.010942,           0.0023925,          0.00084991,           0.0071488,           0.0071488,           0.0071488
                 290,            0.019513,           0.0075053,           0.0011585,             0.97824,                   1,               0.995,             0.82768,            0.013352,           0.0024445,          0.00083618,           0.0071389,           0.0071389,           0.0071389
                 291,            0.017953,           0.0061379,           0.0014712,             0.97874,                   1,               0.995,             0.79436,            0.011708,           0.0025895,          0.00078964,            0.007129,            0.007129,            0.007129
                 292,            0.020314,           0.0071295,           0.0011627,             0.97802,                   1,               0.995,             0.79481,            0.015033,           0.0027292,          0.00076408,           0.0071191,           0.0071191,           0.0071191
                 293,            0.023236,           0.0083939,           0.0028489,             0.97614,                   1,               0.995,             0.85215,            0.011235,           0.0024464,          0.00072384,           0.0071092,           0.0071092,           0.0071092
                 294,            0.017614,           0.0066387,           0.0011299,             0.97443,                   1,               0.995,              0.8547,            0.012686,           0.0026519,          0.00068283,           0.0070993,           0.0070993,           0.0070993
                 295,            0.024314,           0.0072673,           0.0011958,             0.97075,                   1,               0.995,             0.81281,            0.012709,           0.0026238,          0.00064526,           0.0070894,           0.0070894,           0.0070894
                 296,            0.024232,           0.0083036,           0.0022045,             0.97079,                   1,               0.995,             0.81467,            0.012955,           0.0026908,          0.00062428,           0.0070795,           0.0070795,           0.0070795
                 297,            0.019312,           0.0077598,           0.0010594,             0.96851,                   1,               0.995,              0.8128,            0.012631,           0.0026832,          0.00058994,           0.0070696,           0.0070696,           0.0070696
                 298,            0.023856,           0.0060728,          0.00086976,             0.96693,                   1,               0.995,             0.81759,            0.012584,           0.0027673,          0.00058327,           0.0070597,           0.0070597,           0.0070597
                 299,            0.019287,            0.007608,           0.0011356,             0.96641,                   1,               0.995,             0.83987,            0.013868,            0.003058,           0.0005867,           0.0070498,           0.0070498,           0.0070498
                 300,            0.020197,           0.0081741,           0.0012365,             0.96615,                   1,               0.995,             0.81871,             0.01285,           0.0033162,           0.0005825,           0.0070399,           0.0070399,           0.0070399
                 301,            0.020056,           0.0056461,           0.0010525,             0.96566,                   1,               0.995,             0.84626,            0.012001,           0.0034618,          0.00056953,             0.00703,             0.00703,             0.00703
                 302,            0.024006,           0.0079068,            0.001183,             0.96593,                   1,               0.995,             0.76331,            0.015254,           0.0035512,          0.00057564,           0.0070201,           0.0070201,           0.0070201
                 303,            0.020906,           0.0073039,           0.0012031,             0.96672,                   1,               0.995,             0.80785,            0.011956,             0.00348,          0.00057487,           0.0070102,           0.0070102,           0.0070102
                 304,             0.02184,           0.0062832,           0.0012343,             0.96771,                   1,               0.995,             0.84664,            0.013147,           0.0035112,          0.00057755,           0.0070003,           0.0070003,           0.0070003
                 305,            0.019504,           0.0074189,           0.0011885,             0.96912,                   1,               0.995,              0.8296,            0.013951,           0.0035672,          0.00057831,           0.0069904,           0.0069904,           0.0069904
                 306,            0.021951,           0.0077385,           0.0028532,             0.97169,                   1,               0.995,              0.8409,            0.012346,           0.0034354,          0.00057507,           0.0069805,           0.0069805,           0.0069805
                 307,            0.015994,           0.0058269,          0.00081474,             0.97262,                   1,               0.995,             0.78587,            0.013761,           0.0034795,          0.00057526,           0.0069706,           0.0069706,           0.0069706
                 308,             0.01833,           0.0068182,           0.0010349,             0.97534,                   1,               0.995,             0.85821,            0.010511,           0.0033903,           0.0005682,           0.0069607,           0.0069607,           0.0069607
                 309,            0.022811,           0.0076767,           0.0018397,             0.97361,                   1,               0.995,             0.78573,            0.015253,           0.0033677,          0.00057011,           0.0069508,           0.0069508,           0.0069508
                 310,            0.025132,           0.0060806,           0.0011815,             0.97357,                   1,               0.995,             0.90248,             0.01101,           0.0029321,          0.00057907,           0.0069409,           0.0069409,           0.0069409
                 311,            0.018764,           0.0062952,          0.00084307,             0.97469,                   1,               0.995,             0.86137,            0.012922,           0.0028729,           0.0006134,            0.006931,            0.006931,            0.006931
                 312,            0.018526,           0.0069155,           0.0010886,             0.97548,                   1,               0.995,             0.86962,            0.012225,           0.0027246,          0.00063534,           0.0069211,           0.0069211,           0.0069211
                 313,            0.015736,           0.0055197,          0.00087121,               0.978,                   1,               0.995,             0.88579,            0.011104,            0.002564,          0.00066624,           0.0069112,           0.0069112,           0.0069112
                 314,            0.019677,           0.0059761,          0.00099282,             0.97634,                   1,               0.995,             0.86352,            0.010502,           0.0023139,          0.00067539,           0.0069013,           0.0069013,           0.0069013
                 315,             0.02012,           0.0076684,           0.0013186,             0.97731,                   1,               0.995,             0.88621,            0.012115,            0.002383,          0.00068626,           0.0068914,           0.0068914,           0.0068914
                 316,            0.018773,           0.0064289,           0.0010609,             0.97815,                   1,               0.995,             0.89887,            0.011383,           0.0025108,          0.00069141,           0.0068815,           0.0068815,           0.0068815
                 317,            0.027066,           0.0065597,           0.0013853,             0.97582,                   1,               0.995,             0.88709,           0.0097966,            0.002454,          0.00071907,           0.0068716,           0.0068716,           0.0068716
                 318,            0.017666,           0.0067791,           0.0011493,             0.97432,                   1,               0.995,              0.8782,            0.010812,           0.0024152,          0.00070286,           0.0068617,           0.0068617,           0.0068617
